"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間_進修別","等級別","上學年畢業生男","上學年畢業生女","縣市名稱","體系別"
109,1005,淡江大學,03143067,中國大陸研究所,D 日,M 碩士,9,2,01 新北市,1 一般
109,1005,淡江大學,03143067,中國大陸研究所,N 職,M 碩士,14,3,01 新北市,1 一般
109,1005,淡江大學,03143068,歐洲研究所,D 日,D 博士,1,0,01 新北市,1 一般
109,1005,淡江大學,03143068,歐洲研究所,D 日,M 碩士,5,5,01 新北市,1 一般
109,1005,淡江大學,03143073,日本政經研究所,D 日,M 碩士,1,3,01 新北市,1 一般
109,1005,淡江大學,03143073,日本政經研究所,N 職,M 碩士,1,1,01 新北市,1 一般
109,1005,淡江大學,03191057,未來學研究所,D 日,M 碩士,5,3,01 新北市,1 一般
109,1005,淡江大學,03211055,大眾傳播學系,D 日,M 碩士,1,1,01 新北市,1 一般
109,1005,淡江大學,03211055,大眾傳播學系,D 日,B 學士,19,51,01 新北市,1 一般
109,1005,淡江大學,03214054,資訊傳播學系,D 日,M 碩士,3,1,01 新北市,1 一般
109,1005,淡江大學,03214054,資訊傳播學系,D 日,B 學士,38,72,01 新北市,1 一般
109,1005,淡江大學,03222052,資訊與圖書館學系,D 日,M 碩士,1,4,01 新北市,1 一般
109,1005,淡江大學,03222052,資訊與圖書館學系,D 日,B 學士,36,71,01 新北市,1 一般
109,1005,淡江大學,03222053,數位出版與典藏數位學習碩士在職專班,N 職,M 碩士,0,3,01 新北市,1 一般
109,1005,淡江大學,04111051,會計學系,D 日,M 碩士,12,22,01 新北市,1 一般
109,1005,淡江大學,04111051,會計學系,D 日,B 學士,51,91,01 新北市,1 一般
109,1005,淡江大學,04111051,會計學系,N 職,M 碩士,2,3,01 新北市,1 一般
109,1005,淡江大學,04111051,會計學系,P 進,B 學士,7,8,01 新北市,1 一般
109,1005,淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,D 日,B 學士,18,27,01 新北市,1 一般
109,1005,淡江大學,04121037,財務金融學系,D 日,D 博士,1,2,01 新北市,1 一般
109,1005,淡江大學,04121037,財務金融學系,D 日,M 碩士,18,12,01 新北市,1 一般
109,1005,淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,D 日,M 碩士,2,3,01 新北市,1 一般
109,1005,淡江大學,04121037,財務金融學系,D 日,B 學士,93,88,01 新北市,1 一般
109,1005,淡江大學,04121037,財務金融學系,N 職,M 碩士,11,14,01 新北市,1 一般
109,1005,淡江大學,04121037,財務金融學系,P 進,B 學士,13,15,01 新北市,1 一般
109,1005,淡江大學,04123104,風險管理與保險學系保險經營碩士班,D 日,M 碩士,6,9,01 新北市,1 一般
109,1005,淡江大學,04123104,風險管理與保險學系,D 日,B 學士,45,54,01 新北市,1 一般
109,1005,淡江大學,04123104,風險管理與保險學系保險經營碩士在職專班,N 職,M 碩士,9,10,01 新北市,1 一般
109,1005,淡江大學,04131040,國際企業學系,D 日,M 碩士,12,12,01 新北市,1 一般
109,1005,淡江大學,04131040,國際企業學系,D 日,B 學士,74,119,01 新北市,1 一般
109,1005,淡江大學,04131040,國際企業學系,N 職,M 碩士,5,5,01 新北市,1 一般
109,1005,淡江大學,04131040,國際企業學系國際行銷碩士在職專班,N 職,M 碩士,11,9,01 新北市,1 一般
109,1005,淡江大學,04131040,國際企業學系,P 進,B 學士,14,14,01 新北市,1 一般
109,1005,淡江大學,04131045,商管學院經營管理全英語碩士學位學程,D 日,M 碩士,5,11,01 新北市,1 一般
109,1005,淡江大學,04131047,管理科學學系,D 日,D 博士,3,3,01 新北市,1 一般
109,1005,淡江大學,04131047,管理科學學系企業經營碩士班,D 日,M 碩士,10,14,01 新北市,1 一般
109,1005,淡江大學,04131047,管理科學學系,D 日,B 學士,49,61,01 新北市,1 一般
109,1005,淡江大學,04131047,管理科學學系企業經營碩士在職專班,N 職,M 碩士,12,11,01 新北市,1 一般
109,1005,淡江大學,04131049,企業管理學系,D 日,M 碩士,9,12,01 新北市,1 一般
109,1005,淡江大學,04131049,企業管理學系,D 日,B 學士,59,98,01 新北市,1 一般
109,1005,淡江大學,04131049,企業管理學系,N 職,M 碩士,19,16,01 新北市,1 一般
109,1005,淡江大學,04131049,企業管理學系,P 進,B 學士,24,19,01 新北市,1 一般
109,1005,淡江大學,04134061,公共行政學系公共政策碩士班,D 日,M 碩士,2,4,01 新北市,1 一般
109,1005,淡江大學,04134061,公共行政學系,D 日,B 學士,41,84,01 新北市,1 一般
109,1005,淡江大學,04134061,公共行政學系公共政策碩士在職專班,N 職,M 碩士,4,3,01 新北市,1 一般
109,1005,淡江大學,04134061,公共行政學系,P 進,B 學士,16,19,01 新北市,1 一般
109,1005,淡江大學,04191105,數位商務與經濟碩士學位學程,D 日,M 碩士,2,2,01 新北市,1 一般
109,1005,淡江大學,05311031,化學學系,D 日,D 博士,1,0,01 新北市,1 一般
109,1005,淡江大學,05311031,化學學系,D 日,M 碩士,11,2,01 新北市,1 一般
109,1005,淡江大學,05311031,化學學系,D 日,B 學士,41,40,01 新北市,1 一般
109,1005,淡江大學,05331030,物理學系,D 日,M 碩士,1,0,01 新北市,1 一般
109,1005,淡江大學,05331030,物理學系,D 日,B 學士,46,15,01 新北市,1 一般
109,1005,淡江大學,05399029,理學院尖端材料科學學士學位學程,D 日,B 學士,18,5,01 新北市,1 一般
109,1005,淡江大學,05411026,數學學系數學與數據科學碩士班,D 日,M 碩士,6,5,01 新北市,1 一般
109,1005,淡江大學,05411026,數學學系,D 日,B 學士,47,25,01 新北市,1 一般
109,1005,淡江大學,05411026,數學學系,N 職,M 碩士,3,2,01 新北市,1 一般
109,1005,淡江大學,05421024,統計學系應用統計學碩士班,D 日,M 碩士,6,5,01 新北市,1 一般
109,1005,淡江大學,05421024,統計學系,D 日,B 學士,68,89,01 新北市,1 一般
109,1005,淡江大學,05421024,統計學系,P 進,B 學士,4,3,01 新北市,1 一般
109,1005,淡江大學,05421101,商管學院大數據分析與商業智慧碩士學位學程,D 日,M 碩士,4,4,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系,D 日,D 博士,4,0,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系,D 日,M 碩士,33,2,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系全英語碩士班,D 日,M 碩士,1,2,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系資訊網路與多媒體碩士班,D 日,M 碩士,6,1,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系,D 日,B 學士,129,26,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系,N 職,M 碩士,6,1,01 新北市,1 一般
109,1005,淡江大學,06131018,資訊工程學系,P 進,B 學士,15,6,01 新北市,1 一般
109,1005,淡江大學,06131023,資訊管理學系,D 日,M 碩士,9,8,01 新北市,1 一般
109,1005,淡江大學,06131023,資訊管理學系,D 日,B 學士,96,78,01 新北市,1 一般
109,1005,淡江大學,06131023,資訊管理學系,N 職,M 碩士,11,2,01 新北市,1 一般
109,1005,淡江大學,06132022,資訊創新與科技學系,D 日,B 學士,34,28,01 新北市,1 一般
109,1005,淡江大學,07111010,化學工程與材料工程學系,D 日,M 碩士,18,4,01 新北市,1 一般
109,1005,淡江大學,07111010,化學工程與材料工程學系,D 日,B 學士,85,37,01 新北市,1 一般
109,1005,淡江大學,07122009,水資源及環境工程學系,D 日,D 博士,2,0,01 新北市,1 一般
109,1005,淡江大學,07122009,水資源及環境工程學系,D 日,M 碩士,15,1,01 新北市,1 一般
109,1005,淡江大學,07122009,水資源及環境工程學系,D 日,B 學士,52,21,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系,D 日,D 博士,7,1,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系,D 日,M 碩士,28,1,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系機器人工程碩士班,D 日,M 碩士,19,0,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系,D 日,B 學士,149,20,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系,N 職,M 碩士,8,0,01 新北市,1 一般
109,1005,淡江大學,07141019,電機工程學系,P 進,B 學士,9,0,01 新北市,1 一般
109,1005,淡江大學,07141102,工學院機器人博士學位學程,D 日,D 博士,2,0,01 新北市,1 一般
109,1005,淡江大學,07151015,機械與機電工程學系,D 日,D 博士,2,0,01 新北市,1 一般
109,1005,淡江大學,07151015,機械與機電工程學系,D 日,M 碩士,13,0,01 新北市,1 一般
109,1005,淡江大學,07151015,機械與機電工程學系,D 日,B 學士,110,14,01 新北市,1 一般
109,1005,淡江大學,07162017,航空太空工程學系,D 日,M 碩士,20,2,01 新北市,1 一般
109,1005,淡江大學,07162017,航空太空工程學系,D 日,B 學士,98,16,01 新北市,1 一般
109,1005,淡江大學,07162017,航空太空工程學系,N 職,M 碩士,6,0,01 新北市,1 一般
109,1005,淡江大學,07311007,建築學系,D 日,M 碩士,12,2,01 新北市,1 一般
109,1005,淡江大學,07311007,建築學系,D 日,B 學士,47,30,01 新北市,1 一般
109,1005,淡江大學,07321012,土木工程學系,D 日,M 碩士,15,8,01 新北市,1 一般
109,1005,淡江大學,07321012,土木工程學系,D 日,B 學士,129,27,01 新北市,1 一般
109,1005,淡江大學,10151005,國際觀光管理學系全英語學士班,D 日,B 學士,23,67,01 新北市,1 一般
109,1005,淡江大學,10411002,運輸管理學系運輸科學碩士班,D 日,M 碩士,3,5,01 新北市,1 一般
109,1005,淡江大學,10411002,運輸管理學系,D 日,B 學士,57,58,01 新北市,1 一般
109,1006,中國文化大學,01111046,教育學系,D 日,B 學士,19,48,30 臺北市,1 一般
109,1006,中國文化大學,01131053,華語文教學碩士學位學程,N 職,M 碩士,2,14,30 臺北市,1 一般
109,1006,中國文化大學,01141023,體育學系運動教練博士班,D 日,D 博士,1,2,30 臺北市,1 一般
109,1006,中國文化大學,01141023,體育學系運動教練碩士班,D 日,M 碩士,17,14,30 臺北市,1 一般
109,1006,中國文化大學,01141023,體育學系,D 日,B 學士,62,16,30 臺北市,1 一般
109,1006,中國文化大學,02112060,數位媒體學士學位學程,P 進,B 學士,17,22,30 臺北市,1 一般
109,1006,中國文化大學,02131059,美術學系,D 日,M 碩士,4,8,30 臺北市,1 一般
109,1006,中國文化大學,02131059,美術學系,D 日,B 學士,14,37,30 臺北市,1 一般
109,1006,中國文化大學,02151007,中國音樂學系,D 日,M 碩士,5,5,30 臺北市,1 一般
109,1006,中國文化大學,02151007,中國音樂學系,D 日,B 學士,14,32,30 臺北市,1 一般
109,1006,中國文化大學,02151040,音樂學系,D 日,M 碩士,9,10,30 臺北市,1 一般
109,1006,中國文化大學,02151040,音樂學系,D 日,B 學士,18,25,30 臺北市,1 一般
109,1006,中國文化大學,02152008,中國戲劇學系,D 日,B 學士,16,23,30 臺北市,1 一般
109,1006,中國文化大學,02152009,舞蹈學系,D 日,M 碩士,2,1,30 臺北市,1 一般
109,1006,中國文化大學,02152009,舞蹈學系,D 日,B 學士,1,29,30 臺北市,1 一般
109,1006,中國文化大學,02152043,戲劇學系,D 日,M 碩士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,02152043,戲劇學系,D 日,B 學士,12,33,30 臺北市,1 一般
109,1006,中國文化大學,02221098,史學系,D 日,D 博士,3,1,30 臺北市,1 一般
109,1006,中國文化大學,02221098,史學系,D 日,B 學士,26,9,30 臺北市,1 一般
109,1006,中國文化大學,02231081,哲學系,D 日,D 博士,0,2,30 臺北市,1 一般
109,1006,中國文化大學,02231081,哲學系,D 日,B 學士,18,14,30 臺北市,1 一般
109,1006,中國文化大學,02311010,韓國語文學系,D 日,M 碩士,3,10,30 臺北市,1 一般
109,1006,中國文化大學,02311010,韓國語文學系,D 日,B 學士,4,62,30 臺北市,1 一般
109,1006,中國文化大學,02311047,俄國語文學系,D 日,B 學士,6,25,30 臺北市,1 一般
109,1006,中國文化大學,02311052,英國語文學系,D 日,M 碩士,1,2,30 臺北市,1 一般
109,1006,中國文化大學,02311052,英國語文學系,D 日,B 學士,29,66,30 臺北市,1 一般
109,1006,中國文化大學,02311077,日本語文學系,D 日,M 碩士,0,1,30 臺北市,1 一般
109,1006,中國文化大學,02311077,日本語文學系,D 日,B 學士,25,76,30 臺北市,1 一般
109,1006,中國文化大學,02311079,德國語文學系,D 日,B 學士,10,33,30 臺北市,1 一般
109,1006,中國文化大學,02311089,法國語文學系,D 日,B 學士,8,30,30 臺北市,1 一般
109,1006,中國文化大學,02322001,中國文學系,D 日,D 博士,0,2,30 臺北市,1 一般
109,1006,中國文化大學,02322001,中國文學系,D 日,M 碩士,2,1,30 臺北市,1 一般
109,1006,中國文化大學,02322001,中國文學系,D 日,B 學士,50,78,30 臺北市,1 一般
109,1006,中國文化大學,02322001,中國文學系,N 職,M 碩士,0,1,30 臺北市,1 一般
109,1006,中國文化大學,03111099,經濟學系,D 日,M 碩士,2,4,30 臺北市,1 一般
109,1006,中國文化大學,03111099,經濟學系,D 日,B 學士,59,27,30 臺北市,1 一般
109,1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,D 博士,3,3,30 臺北市,1 一般
109,1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,M 碩士,8,5,30 臺北市,1 一般
109,1006,中國文化大學,03121061,政治學系,D 日,D 博士,4,0,30 臺北市,1 一般
109,1006,中國文化大學,03121061,政治學系,D 日,B 學士,11,12,30 臺北市,1 一般
109,1006,中國文化大學,03131004,心理輔導學系,D 日,M 碩士,11,12,30 臺北市,1 一般
109,1006,中國文化大學,03131004,心理輔導學系,D 日,B 學士,22,53,30 臺北市,1 一般
109,1006,中國文化大學,03142087,地學研究所,D 日,M 碩士,4,1,30 臺北市,1 一般
109,1006,中國文化大學,03142088,地理學系,D 日,B 學士,27,19,30 臺北市,1 一般
109,1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,M 碩士,2,7,30 臺北市,1 一般
109,1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,B 學士,35,70,30 臺北市,1 一般
109,1006,中國文化大學,03211036,大眾傳播學系,D 日,B 學士,38,86,30 臺北市,1 一般
109,1006,中國文化大學,03212033,新聞學系,D 日,M 碩士,0,1,30 臺北市,1 一般
109,1006,中國文化大學,03212033,新聞學系,D 日,B 學士,34,78,30 臺北市,1 一般
109,1006,中國文化大學,03214101,資訊傳播學系,D 日,M 碩士,2,0,30 臺北市,1 一般
109,1006,中國文化大學,03214101,資訊傳播學系,D 日,B 學士,48,73,30 臺北市,1 一般
109,1006,中國文化大學,04111065,會計學系,D 日,M 碩士,9,7,30 臺北市,1 一般
109,1006,中國文化大學,04111065,會計學系,D 日,B 學士,30,64,30 臺北市,1 一般
109,1006,中國文化大學,04121037,財務金融學系,D 日,M 碩士,5,6,30 臺北市,1 一般
109,1006,中國文化大學,04121037,財務金融學系,D 日,B 學士,69,73,30 臺北市,1 一般
109,1006,中國文化大學,04121037,財務金融學系,P 進,B 學士,15,25,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,D 日,D 博士,8,6,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,D 日,M 碩士,3,3,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,D 日,B 學士,58,92,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,N 職,M 碩士,6,16,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,N 修,C 二技,28,62,30 臺北市,1 一般
109,1006,中國文化大學,04131015,國際企業管理學系,P 進,B 學士,21,15,30 臺北市,1 一般
109,1006,中國文化大學,04131066,企業實務管理數位碩士在職專班,N 職,M 碩士,6,11,30 臺北市,1 一般
109,1006,中國文化大學,04131122,兒童教育事業經營管理產業碩士學位學程,D 日,M 碩士,1,15,30 臺北市,1 一般
109,1006,中國文化大學,04134012,行政管理學系,D 日,B 學士,47,54,30 臺北市,1 一般
109,1006,中國文化大學,04134062,社會企業管理碩士在職學位學程,N 職,M 碩士,3,3,30 臺北市,1 一般
109,1006,中國文化大學,04134063,社會科學院澳門境外碩士在職專班,N 職,M 碩士,5,7,30 臺北市,1 一般
109,1006,中國文化大學,04141041,國際貿易學系,D 日,M 碩士,4,10,30 臺北市,1 一般
109,1006,中國文化大學,04141041,國際貿易學系,D 日,B 學士,54,84,30 臺北市,1 一般
109,1006,中國文化大學,04141041,國際貿易學系,P 進,B 學士,7,15,30 臺北市,1 一般
109,1006,中國文化大學,04143013,廣告學系,D 日,B 學士,26,88,30 臺北市,1 一般
109,1006,中國文化大學,04143013,廣告學系,P 進,B 學士,20,50,30 臺北市,1 一般
109,1006,中國文化大學,04143027,行銷碩士學位學程,D 日,M 碩士,5,1,30 臺北市,1 一般
109,1006,中國文化大學,04143067,全球品牌與行銷碩士在職學位學程,N 職,M 碩士,3,7,30 臺北市,1 一般
109,1006,中國文化大學,04191014,全球商務碩士學位學程,D 日,M 碩士,2,5,30 臺北市,1 一般
109,1006,中國文化大學,04191014,全球商務學士學位學程,D 日,B 學士,12,22,30 臺北市,1 一般
109,1006,中國文化大學,04199064,時尚與創意產業品牌建構及經營進修學士學位學程,P 進,B 學士,7,23,30 臺北市,1 一般
109,1006,中國文化大學,04211020,法律學系,D 日,D 博士,1,1,30 臺北市,1 一般
109,1006,中國文化大學,04211020,法律學系,D 日,M 碩士,15,7,30 臺北市,1 一般
109,1006,中國文化大學,04212020,法律學系,D 日,B 學士,118,145,30 臺北市,1 一般
109,1006,中國文化大學,04212020,法律學系,N 職,M 碩士,6,5,30 臺北市,1 一般
109,1006,中國文化大學,05111091,生命科學系,D 日,B 學士,18,22,30 臺北市,1 一般
109,1006,中國文化大學,05191057,保健營養學系,D 日,B 學士,13,47,30 臺北市,1 一般
109,1006,中國文化大學,05311026,化學系應用化學碩士班,D 日,M 碩士,6,2,30 臺北市,1 一般
109,1006,中國文化大學,05311026,化學系,D 日,B 學士,16,12,30 臺北市,1 一般
109,1006,中國文化大學,05321083,土地資源學系,D 日,B 學士,18,17,30 臺北市,1 一般
109,1006,中國文化大學,05321112,地質學系,D 日,B 學士,26,8,30 臺北市,1 一般
109,1006,中國文化大學,05322097,大氣科學系,D 日,B 學士,33,12,30 臺北市,1 一般
109,1006,中國文化大學,05331115,光電物理學系,D 日,B 學士,24,6,30 臺北市,1 一般
109,1006,中國文化大學,05411114,應用數學系,D 日,B 學士,43,18,30 臺北市,1 一般
109,1006,中國文化大學,06131021,資訊工程學系,D 日,M 碩士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,06131021,資訊工程學系,D 日,B 學士,78,15,30 臺北市,1 一般
109,1006,中國文化大學,06132006,資訊管理學系,D 日,B 學士,99,45,30 臺北市,1 一般
109,1006,中國文化大學,06132006,資訊管理學系,N 修,C 二技,2,0,30 臺北市,1 一般
109,1006,中國文化大學,06132006,資訊管理學系,P 進,B 學士,4,2,30 臺北市,1 一般
109,1006,中國文化大學,06133006,資訊管理學系,N 職,M 碩士,5,3,30 臺北市,1 一般
109,1006,中國文化大學,06134006,資訊管理學系,D 日,M 碩士,1,1,30 臺北市,1 一般
109,1006,中國文化大學,06134120,電子商務碩士學位學程,D 日,M 碩士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,07111028,化學工程與材料工程學系,D 日,B 學士,70,24,30 臺北市,1 一般
109,1006,中國文化大學,07112028,化學工程與材料工程學系奈米材料碩士班,D 日,M 碩士,11,3,30 臺北市,1 一般
109,1006,中國文化大學,07112C01,紡織產業碩士專班,D 日,M 碩士,2,4,30 臺北市,1 一般
109,1006,中國文化大學,07141085,電機工程學系,D 日,B 學士,68,6,30 臺北市,1 一般
109,1006,中國文化大學,07151107,機械工程學系數位機電碩士班,D 日,M 碩士,5,0,30 臺北市,1 一般
109,1006,中國文化大學,07151107,機械工程學系,D 日,B 學士,69,6,30 臺北市,1 一般
109,1006,中國文化大學,07192108,紡織工程學系,D 日,B 學士,27,13,30 臺北市,1 一般
109,1006,中國文化大學,07311068,建築及都市設計學系,D 日,D 博士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,07311068,建築及都市設計學系,D 日,M 碩士,4,5,30 臺北市,1 一般
109,1006,中國文化大學,07311068,建築及都市設計學系,D 日,B 學士,31,23,30 臺北市,1 一般
109,1006,中國文化大學,07311068,建築及都市設計學系,N 職,M 碩士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,07311C04,建築公共安全產業碩士專班,D 日,M 碩士,1,0,30 臺北市,1 一般
109,1006,中國文化大學,07312103,景觀學系,D 日,M 碩士,1,1,30 臺北市,1 一般
109,1006,中國文化大學,07312103,景觀學系,D 日,B 學士,26,24,30 臺北市,1 一般
109,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,M 碩士,4,1,30 臺北市,1 一般
109,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,B 學士,24,17,30 臺北市,1 一般
109,1006,中國文化大學,08112116,動物科學系,D 日,B 學士,15,20,30 臺北市,1 一般
109,1006,中國文化大學,08121106,園藝暨生物技術學系,D 日,B 學士,28,18,30 臺北市,1 一般
109,1006,中國文化大學,08192102,生物科技研究所,D 日,M 碩士,5,3,30 臺北市,1 一般
109,1006,中國文化大學,08211054,森林暨自然保育學系,D 日,B 學士,25,18,30 臺北市,1 一般
109,1006,中國文化大學,09221069,青少年兒童福利碩士學位學程,N 職,M 碩士,2,20,30 臺北市,1 一般
109,1006,中國文化大學,09299082,社會福利學系,D 日,B 學士,29,79,30 臺北市,1 一般
109,1006,中國文化大學,10111090,生活應用科學系,D 日,M 碩士,3,2,30 臺北市,1 一般
109,1006,中國文化大學,10111090,生活應用科學系,D 日,B 學士,11,42,30 臺北市,1 一般
109,1006,中國文化大學,10111090,生活應用科學系,N 職,M 碩士,2,16,30 臺北市,1 一般
109,1006,中國文化大學,10141002,技擊運動暨國術學系,D 日,B 學士,23,7,30 臺北市,1 一般
109,1006,中國文化大學,10142093,運動與健康促進學系,D 日,B 學士,25,21,30 臺北市,1 一般
109,1006,中國文化大學,10151005,觀光事業學系,D 日,M 碩士,2,4,30 臺北市,1 一般
109,1006,中國文化大學,10151005,觀光事業學系,D 日,B 學士,38,102,30 臺北市,1 一般
109,1006,中國文化大學,10151005,觀光事業學系觀光休閒事業碩士在職專班,N 職,M 碩士,8,8,30 臺北市,1 一般
109,1006,中國文化大學,10151070,休閒事業管理學士學位學程,P 進,B 學士,12,19,30 臺北市,1 一般
109,1007,逢甲大學,02122005,創意設計碩士學位學程,D 日,M 碩士,5,3,19 臺中市,1 一般
109,1007,逢甲大學,02122006,創新設計學士學位學程,D 日,B 學士,6,6,19 臺中市,1 一般
109,1007,逢甲大學,02124007,室內設計進修學士班,P 進,B 學士,17,24,19 臺中市,1 一般
109,1007,逢甲大學,02221003,歷史與文物研究所,D 日,M 碩士,2,2,19 臺中市,1 一般
109,1007,逢甲大學,02311002,外國語文學系英語文研究碩士班,D 日,M 碩士,2,8,19 臺中市,1 一般
109,1007,逢甲大學,02311002,外國語文學系,D 日,B 學士,36,65,19 臺中市,1 一般
109,1007,逢甲大學,02322001,中國文學系,D 日,D 博士,1,4,19 臺中市,1 一般
109,1007,逢甲大學,02322001,中國文學系,D 日,M 碩士,1,2,19 臺中市,1 一般
109,1007,逢甲大學,02322001,中國文學系,D 日,B 學士,18,30,19 臺中市,1 一般
109,1007,逢甲大學,03111009,經濟學系,D 日,D 博士,1,0,19 臺中市,1 一般
109,1007,逢甲大學,03111009,經濟學系,D 日,M 碩士,1,0,19 臺中市,1 一般
109,1007,逢甲大學,03111009,經濟學系,D 日,B 學士,53,41,19 臺中市,1 一般
109,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,M 碩士,5,10,19 臺中市,1 一般
109,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,B 學士,20,44,19 臺中市,1 一般
109,1007,逢甲大學,04111017,會計學系,D 日,M 碩士,9,19,19 臺中市,1 一般
109,1007,逢甲大學,04111017,會計學系,D 日,B 學士,42,129,19 臺中市,1 一般
109,1007,逢甲大學,04121025,財務金融學系,D 日,M 碩士,8,11,19 臺中市,1 一般
109,1007,逢甲大學,04121025,財務金融學系,D 日,B 學士,82,98,19 臺中市,1 一般
109,1007,逢甲大學,04121026,金融博士學位學程,D 日,D 博士,9,4,19 臺中市,1 一般
109,1007,逢甲大學,04121026,金融碩士在職專班,N 職,M 碩士,0,1,19 臺中市,1 一般
109,1007,逢甲大學,04121026,金融碩士在職學位學程,N 職,M 碩士,6,16,19 臺中市,1 一般
109,1007,逢甲大學,04121028,財務工程與精算學士學位學程,D 日,B 學士,21,29,19 臺中市,1 一般
109,1007,逢甲大學,04122032,財稅學系,D 日,M 碩士,7,9,19 臺中市,1 一般
109,1007,逢甲大學,04122032,財稅學系,D 日,B 學士,23,84,19 臺中市,1 一般
109,1007,逢甲大學,04123029,風險管理與保險學系,D 日,M 碩士,3,17,19 臺中市,1 一般
109,1007,逢甲大學,04123029,風險管理與保險學系,D 日,B 學士,31,57,19 臺中市,1 一般
109,1007,逢甲大學,04131019,企業管理學系,D 日,M 碩士,3,9,19 臺中市,1 一般
109,1007,逢甲大學,04131019,企業管理學系,D 日,B 學士,59,81,19 臺中市,1 一般
109,1007,逢甲大學,04131020,經營管理碩士在職專班,N 職,M 碩士,2,0,19 臺中市,1 一般
109,1007,逢甲大學,04131020,經營管理碩士在職學位學程,N 職,M 碩士,87,67,19 臺中市,1 一般
109,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),D 日,B 學士,1,2,19 臺中市,1 一般
109,1007,逢甲大學,04131022,國際經營管理碩士學位學程,D 日,M 碩士,1,0,19 臺中市,1 一般
109,1007,逢甲大學,04131034,西班牙薩拉戈薩大學物流供應鏈管理與創新創業雙碩士學位學程,D 日,M 碩士,1,0,19 臺中市,1 一般
109,1007,逢甲大學,04134086,土地管理學系,D 日,M 碩士,7,7,19 臺中市,1 一般
109,1007,逢甲大學,04134086,土地管理學系,D 日,B 學士,47,60,19 臺中市,1 一般
109,1007,逢甲大學,04134086,土地管理學系,N 職,M 碩士,1,3,19 臺中市,1 一般
109,1007,逢甲大學,04134097,公共事務與社會創新研究所,D 日,M 碩士,0,2,19 臺中市,1 一般
109,1007,逢甲大學,04134097,公共事務與社會創新研究所,N 職,M 碩士,6,10,19 臺中市,1 一般
109,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,M 碩士,7,18,19 臺中市,1 一般
109,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,B 學士,62,124,19 臺中市,1 一般
109,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,D 日,B 學士,9,35,19 臺中市,1 一般
109,1007,逢甲大學,04143033,行銷學系,D 日,B 學士,61,90,19 臺中市,1 一般
109,1007,逢甲大學,04191014,商學博士學位學程,D 日,D 博士,12,4,19 臺中市,1 一般
109,1007,逢甲大學,04191014,商學進修學士班,P 進,B 學士,40,44,19 臺中市,1 一般
109,1007,逢甲大學,04191016,商學專業碩士在職學位學程,N 職,M 碩士,6,11,19 臺中市,1 一般
109,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,D 日,B 學士,8,12,19 臺中市,1 一般
109,1007,逢甲大學,04199036,科技管理碩士學位學程,D 日,M 碩士,5,3,19 臺中市,1 一般
109,1007,逢甲大學,04199037,建設學院專案管理碩士在職專班,N 職,M 碩士,0,1,19 臺中市,1 一般
109,1007,逢甲大學,04199037,專案管理碩士在職學位學程,N 職,M 碩士,8,8,19 臺中市,1 一般
109,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,D 日,B 學士,13,11,19 臺中市,1 一般
